Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
2512,"Sir/Madam, I am locked out of the portal and need to pay fee before deadline",Finance Office,34,High
572,"Hi, My exam form submission is failing and the deadline is today",Examination Cell,46,High
1742,"Respected sir, My fee receipt was not generated after payment",Finance Office,39,Medium
4067,"Hi, Where can I find old question papers",Administration,2,Low
5385,"Hi, Hostel room change request for next semester",Hostel Office,39,Medium
82,"Sir/Madam, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,43,High
3437,What is the procedure for a transcript request,Administration,9,Low
5015,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,39,Low
2015,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,50,High
4338,My exam form submission is failing and the deadline is today,Examination Cell,42,High
5928,"Hi, What documents are needed for hostel allotment",Hostel Office,8,Low
5583,"Sir/Madam, Where can I find old question papers",Administration,1,Low
5811,"Hello, What is the procedure for a transcript request",Administration,26,Low
2309,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,5,High
5087,I need my admission confirmed urgently before the cutoff today,Admission Cell,32,High
593,"Respected sir, What documents are needed for hostel allotment",Hostel Office,31,Low
3334,How do I reset my university portal password,IT Support,22,Medium
4640,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,8,High
1531,"Hello, How can I update my contact details in the portal",IT Support,39,Low
1978,I need my admission confirmed urgently before the cutoff today,Admission Cell,33,High
1929,How do I apply for an internship through placement cell,Placement Cell,40,Low
2311,Wifi has been down for three days and I have an online exam,Examination Cell,26,High
3347,"Sir/Madam, How do I reset my university portal password",IT Support,50,Medium
500,"Sir/Madam, When will the exam timetable be released",Examination Cell,3,Medium
2804,My fee receipt was not generated after payment,Finance Office,5,Medium
1423,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,57,Medium
2350,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,20,High
2929,I want to know the scholarship application status,Finance Office,59,Medium
5510,Library fine needs to be cleared please advise,Library,25,Medium
1690,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,44,High
834,"Respected sir, Hostel room change request for next semester",Hostel Office,18,Medium
2119,Library fine needs to be cleared please advise,Library,10,Medium
5570,"Hello, How do I apply for an internship through placement cell",Placement Cell,36,Low
164,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,2,Medium
4964,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,13,High
1814,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,7,High
5588,Hostel room change request for next semester,Hostel Office,43,Medium
1515,I need my admission confirmed urgently before the cutoff today,Admission Cell,30,High
3950,"Hi, When will the exam timetable be released",Examination Cell,17,Medium
5709,How can I update my contact details in the portal,IT Support,23,Low
3483,"Hello, How do I apply for an internship through placement cell",Placement Cell,31,Low
3668,"Hello, My fee receipt was not generated after payment",Finance Office,32,Medium
5539,What is the procedure for a transcript request,Administration,26,Low
4204,"Hi, How can I update my contact details in the portal",IT Support,36,Low
1489,"Respected sir, My fee receipt was not generated after payment",Finance Office,22,Medium
3725,"Hello, How to join student clubs at the university",Administration,22,Low
2881,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,27,Medium
451,"Hello, Library fine needs to be cleared please advise",Library,44,Medium
506,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,24,High
1619,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,5,High
5266,What are the library working hours,Library,8,Low
3825,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,31,High
4519,I am locked out of the portal and need to pay fee before deadline,Finance Office,36,High
2244,"Hello, Hostel room change request for next semester",Hostel Office,38,Medium
724,"Hello, What is the procedure for a transcript request",Administration,3,Low
4776,"Respected sir, Placement registration form is not opening properly",Placement Cell,19,Medium
2650,"Hello, Hostel room change request for next semester",Hostel Office,33,Medium
5324,"Hello, How do I apply for an internship through placement cell",Placement Cell,6,Low
5897,"Hi, Admit card has wrong details and exam is in two days",Examination Cell,1,High
4168,"Sir/Madam, When will the exam timetable be released",Examination Cell,31,Medium
2511,"Hi, What are the library working hours",Library,49,Low
1484,"Hello, How can I update my contact details in the portal",IT Support,1,Low
4256,"Hi, Library fine needs to be cleared please advise",Library,26,Medium
1152,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,44,Medium
4002,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,7,High
2648,How do I reset my university portal password,IT Support,25,Medium
1626,Wifi has been down for three days and I have an online exam,Examination Cell,36,High
3127,"Respected sir, When will the exam timetable be released",Examination Cell,7,Medium
3726,"Sir/Madam, When will the exam timetable be released",Examination Cell,10,Medium
3914,"Respected sir, My scholarship amount has not been credited and fee deadline is near",Finance Office,1,High
1824,"Hello, Placement registration form is not opening properly",Placement Cell,17,Medium
4990,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,40,High
3245,"Hi, I want to know the scholarship application status",Finance Office,28,Medium
803,"Respected sir, What is the procedure for a transcript request",Administration,41,Low
2999,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,56,Medium
4520,"Hi, What documents are needed for hostel allotment",Hostel Office,51,Low
3756,What is the procedure for a transcript request,Administration,24,Low
137,Where can I find old question papers,Administration,19,Low
281,Where can I find old question papers,Administration,31,Low
2534,"Hello, How do I reset my university portal password",IT Support,9,Medium
3390,How to join student clubs at the university,Administration,20,Low
3225,"Hello, How can I update my contact details in the portal",IT Support,14,Low
4909,"Hi, What documents are needed for hostel allotment",Hostel Office,36,Low
667,"Hi, How to join student clubs at the university",Administration,48,Low
4935,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,49,High
2136,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,17,Medium
5378,My scholarship amount has not been credited and fee deadline is near,Finance Office,52,High
385,"Respected sir, When will the exam timetable be released",Examination Cell,39,Medium
955,"Sir/Madam, Wifi has been down for three days and I have an online exam",Examination Cell,12,High
3635,How do I reset my university portal password,IT Support,34,Medium
3788,"Hi, Where can I find old question papers",Administration,39,Low
1052,"Hello, I need a bonafide certificate from the admission office",Admission Cell,18,Medium
5872,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,30,High
3998,What documents are needed for hostel allotment,Hostel Office,50,Low
1727,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,56,High
1782,"Respected sir, What is the procedure for a transcript request",Administration,47,Low
5488,My scholarship amount has not been credited and fee deadline is near,Finance Office,14,High
4087,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,2,High
1556,"Hi, Placement registration form is not opening properly",Placement Cell,9,Medium
3862,"Respected sir, I am locked out of the portal and need to pay fee before deadline",Finance Office,13,High
3013,"Respected sir, I am locked out of the portal and need to pay fee before deadline",Finance Office,24,High
5030,"Hi, I am locked out of the portal and need to pay fee before deadline",Finance Office,50,High
4166,"Sir/Madam, How can I update my contact details in the portal",IT Support,59,Low
3607,"Hi, General query about elective subject options",Administration,58,Low
2581,"Hi, I want to know the scholarship application status",Finance Office,54,Medium
2225,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,48,Medium
1225,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,51,Low
4066,"Hi, Where can I find old question papers",Administration,16,Low
727,"Hi, How do I reset my university portal password",IT Support,38,Medium
2847,"Sir/Madam, Hostel room change request for next semester",Hostel Office,6,Medium
1956,"Sir/Madam, Library fine needs to be cleared please advise",Library,24,Medium
2685,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,25,High
3606,"Hello, How to join student clubs at the university",Administration,54,Low
1307,"Respected sir, How to join student clubs at the university",Administration,57,Low
1159,"Sir/Madam, What are the library working hours",Library,43,Low
5730,"Respected sir, What are the library working hours",Library,37,Low
439,"Sir/Madam, What are the library working hours",Library,33,Low
1222,"Hello, How do I reset my university portal password",IT Support,30,Medium
4725,What are the library working hours,Library,11,Low
5508,How to join student clubs at the university,Administration,39,Low
5899,"Sir/Madam, I want to know the scholarship application status",Finance Office,43,Medium
216,"Hi, I am locked out of the portal and need to pay fee before deadline",Finance Office,41,High
5856,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,49,High
1756,How to join student clubs at the university,Administration,46,Low
5194,"Sir/Madam, How do I apply for an internship through placement cell",Placement Cell,29,Low
735,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,32,Low
5481,"Sir/Madam, How can I update my contact details in the portal",IT Support,46,Low
2694,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,15,High
3077,"Respected sir, Library fine needs to be cleared please advise",Library,19,Medium
3876,My fee receipt was not generated after payment,Finance Office,37,Medium
5973,"Hi, What is the procedure for a transcript request",Administration,4,Low
5682,What documents are needed for hostel allotment,Hostel Office,5,Low
2082,"Respected sir, Placement registration form is not opening properly",Placement Cell,44,Medium
4268,"Hello, I need a bonafide certificate from the admission office",Admission Cell,35,Medium
2664,"Sir/Madam, How do I apply for an internship through placement cell",Placement Cell,45,Low
2774,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,23,Low
4627,"Respected sir, I am locked out of the portal and need to pay fee before deadline",Finance Office,50,High
1938,"Respected sir, Hostel room change request for next semester",Hostel Office,44,Medium
1632,"Hi, What are the library working hours",Library,50,Low
1507,"Respected sir, I want to know the scholarship application status",Finance Office,19,Medium
5662,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,24,High
2186,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,39,High
3073,"Hi, Library fine needs to be cleared please advise",Library,50,Medium
2606,"Hello, Where can I find old question papers",Administration,7,Low
3918,"Sir/Madam, I want to know the scholarship application status",Finance Office,12,Medium
1935,"Hello, My scholarship amount has not been credited and fee deadline is near",Finance Office,16,High
153,"Hello, How do I apply for an internship through placement cell",Placement Cell,29,Low
4559,"Hello, How to join student clubs at the university",Administration,6,Low
4554,"Hello, Library fine needs to be cleared please advise",Library,24,Medium
4569,"Sir/Madam, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,36,High
887,"Sir/Madam, How can I update my contact details in the portal",IT Support,45,Low
4481,"Hi, How do I apply for an internship through placement cell",Placement Cell,31,Low
5807,"Hello, I need a bonafide certificate from the admission office",Admission Cell,51,Medium
4092,"Respected sir, Where can I find old question papers",Administration,59,Low
3941,"Hi, When will the exam timetable be released",Examination Cell,38,Medium
4549,How do I apply for an internship through placement cell,Placement Cell,29,Low
773,"Respected sir, Placement registration form is not opening properly",Placement Cell,33,Medium
3922,"Respected sir, Hostel room change request for next semester",Hostel Office,21,Medium
1448,How do I apply for an internship through placement cell,Placement Cell,29,Low
583,"Hi, How can I update my contact details in the portal",IT Support,53,Low
3975,"Hi, Wifi has been down for three days and I have an online exam",Examination Cell,42,High
1964,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,10,High
67,Library fine needs to be cleared please advise,Library,29,Medium
596,"Sir/Madam, Library fine needs to be cleared please advise",Library,21,Medium
3092,My scholarship amount has not been credited and fee deadline is near,Finance Office,40,High
3454,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,34,High
3540,Placement registration form is not opening properly,Placement Cell,18,Medium
932,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,17,High
4513,"Respected sir, What documents are needed for hostel allotment",Hostel Office,37,Low
467,How to join student clubs at the university,Administration,2,Low
1264,"Hi, I am locked out of the portal and need to pay fee before deadline",Finance Office,48,High
5876,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,8,High
1636,"Hi, When will the exam timetable be released",Examination Cell,46,Medium
4558,Where can I find old question papers,Administration,40,Low
3859,"Hello, I need a bonafide certificate from the admission office",Admission Cell,8,Medium
2711,"Respected sir, How can I update my contact details in the portal",IT Support,55,Low
353,How do I reset my university portal password,IT Support,31,Medium
5796,"Respected sir, My fee receipt was not generated after payment",Finance Office,37,Medium
679,"Hi, Placement registration form is not opening properly",Placement Cell,49,Medium
5724,Where can I find old question papers,Administration,59,Low
1711,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,35,High
308,"Hi, Library fine needs to be cleared please advise",Library,40,Medium
403,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,6,High
1961,"Hello, My exam form submission is failing and the deadline is today",Examination Cell,37,High
4385,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,46,High
3974,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,49,High
5632,Wifi has been down for three days and I have an online exam,Examination Cell,40,High
2032,How to join student clubs at the university,Administration,51,Low
886,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,19,High
2307,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,58,Medium
1204,"Respected sir, How do I reset my university portal password",IT Support,7,Medium
3713,How do I apply for an internship through placement cell,Placement Cell,24,Low
1731,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,30,High
3097,"Sir/Madam, How do I apply for an internship through placement cell",Placement Cell,50,Low
5434,"Hi, What are the library working hours",Library,54,Low
4453,"Sir/Madam, I need my admission confirmed urgently before the cutoff today",Admission Cell,24,High
3063,"Respected sir, Placement registration form is not opening properly",Placement Cell,49,Medium
5773,"Hi, Placement registration form is not opening properly",Placement Cell,10,Medium
5582,"Sir/Madam, When will the exam timetable be released",Examination Cell,55,Medium
3122,"Hi, I am locked out of the portal and need to pay fee before deadline",Finance Office,13,High
4159,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,3,High
4771,"Respected sir, What documents are needed for hostel allotment",Hostel Office,51,Low
3707,"Sir/Madam, What are the library working hours",Library,33,Low
1076,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,44,High
709,When will the exam timetable be released,Examination Cell,40,Medium
651,"Hello, Wifi has been down for three days and I have an online exam",Examination Cell,45,High
4248,"Sir/Madam, How do I apply for an internship through placement cell",Placement Cell,53,Low
2489,"Hi, My exam form submission is failing and the deadline is today",Examination Cell,25,High
1144,Urgent I cannot download my hall ticket exam is tomorrow,Examination Cell,1,High
4668,"Hi, What are the library working hours",Library,7,Low
3568,"Respected sir, Hostel room change request for next semester",Hostel Office,35,Medium
5257,How do I apply for an internship through placement cell,Placement Cell,40,Low
3523,Library fine needs to be cleared please advise,Library,17,Medium
1259,"Hi, How do I apply for an internship through placement cell",Placement Cell,48,Low
3237,"Hello, Where can I find old question papers",Administration,32,Low
1666,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,4,Low
117,"Hello, Wifi has been down for three days and I have an online exam",Examination Cell,18,High
5747,"Respected sir, I am locked out of the portal and need to pay fee before deadline",Finance Office,9,High
3656,I need my admission confirmed urgently before the cutoff today,Admission Cell,43,High
2767,Wifi has been down for three days and I have an online exam,Examination Cell,16,High
3851,"Respected sir, When will the exam timetable be released",Examination Cell,36,Medium
3747,"Hi, I want to know the scholarship application status",Finance Office,26,Medium
1991,"Respected sir, What is the procedure for a transcript request",Administration,49,Low
1940,"Sir/Madam, When will the exam timetable be released",Examination Cell,32,Medium
4333,When will the exam timetable be released,Examination Cell,32,Medium
2797,Hostel room change request for next semester,Hostel Office,59,Medium
1462,"Respected sir, I need my admission confirmed urgently before the cutoff today",Admission Cell,29,High
3848,"Hi, How do I reset my university portal password",IT Support,14,Medium
2167,How do I apply for an internship through placement cell,Placement Cell,30,Low
2081,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,17,High
4138,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,55,High
3113,What documents are needed for hostel allotment,Hostel Office,13,Low
5783,"Hi, Placement registration form is not opening properly",Placement Cell,44,Medium
3534,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,38,High
1941,"Sir/Madam, What are the library working hours",Library,46,Low
3218,"Hello, What is the procedure for a transcript request",Administration,24,Low
2473,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,45,Medium
4459,"Hi, Library fine needs to be cleared please advise",Library,8,Medium
2911,"Hi, I want to know the scholarship application status",Finance Office,13,Medium
4048,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,46,High
4605,I am locked out of the portal and need to pay fee before deadline,Finance Office,2,High
4748,General query about elective subject options,Administration,32,Low
1517,"Hello, How can I update my contact details in the portal",IT Support,51,Low
768,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,54,High
4390,"Hi, I need a bonafide certificate from the admission office",Admission Cell,46,Medium
259,What is the procedure for a transcript request,Administration,2,Low
5275,"Sir/Madam, Where can I find old question papers",Administration,42,Low
4510,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,53,Medium
1788,"Hello, How to join student clubs at the university",Administration,32,Low
1171,Placement registration form is not opening properly,Placement Cell,36,Medium
2788,"Sir/Madam, Library fine needs to be cleared please advise",Library,7,Medium
515,"Hi, I need a bonafide certificate from the admission office",Admission Cell,8,Medium
2713,I am locked out of the portal and need to pay fee before deadline,Finance Office,8,High
11,Wifi has been down for three days and I have an online exam,Examination Cell,23,High
5952,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,30,High
1706,What are the library working hours,Library,20,Low
2670,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,12,High
3710,"Hello, My scholarship amount has not been credited and fee deadline is near",Finance Office,47,High
2364,"Hello, What is the procedure for a transcript request",Administration,42,Low
5592,"Hi, How can I update my contact details in the portal",IT Support,28,Low
2765,What documents are needed for hostel allotment,Hostel Office,6,Low
2092,"Sir/Madam, How do I reset my university portal password",IT Support,43,Medium
2431,"Hello, How to join student clubs at the university",Administration,28,Low
2016,"Hello, Placement registration form is not opening properly",Placement Cell,59,Medium
183,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,45,High
4667,My exam form submission is failing and the deadline is today,Examination Cell,4,High
1383,General query about elective subject options,Administration,36,Low
3203,How to join student clubs at the university,Administration,12,Low
784,"Hello, My fee receipt was not generated after payment",Finance Office,27,Medium
1577,"Hi, How do I apply for an internship through placement cell",Placement Cell,35,Low
5282,"Hi, Placement registration form is not opening properly",Placement Cell,2,Medium
3223,"Hello, My scholarship amount has not been credited and fee deadline is near",Finance Office,32,High
4276,"Hi, Wifi has been down for three days and I have an online exam",Examination Cell,10,High
60,"Hi, Placement registration form is not opening properly",Placement Cell,7,Medium
3303,"Hi, What documents are needed for hostel allotment",Hostel Office,45,Low
5665,"Hi, My scholarship amount has not been credited and fee deadline is near",Finance Office,29,High
383,"Sir/Madam, How do I apply for an internship through placement cell",Placement Cell,27,Low
15,Library fine needs to be cleared please advise,Library,3,Medium
4599,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,59,High
1984,"Hi, What are the library working hours",Library,47,Low
3246,"Hello, What are the library working hours",Library,15,Low
5901,"Hello, What is the procedure for a transcript request",Administration,25,Low
3234,Hostel room change request for next semester,Hostel Office,1,Medium
4760,"Sir/Madam, I am locked out of the portal and need to pay fee before deadline",Finance Office,6,High
1621,"Sir/Madam, General query about elective subject options",Administration,57,Low
2817,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,55,Low
2477,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,30,High
1512,"Sir/Madam, Wifi has been down for three days and I have an online exam",Examination Cell,34,High
812,"Respected sir, I want to know the scholarship application status",Finance Office,11,Medium
2789,"Respected sir, My scholarship amount has not been credited and fee deadline is near",Finance Office,47,High
3744,"Hello, My fee receipt was not generated after payment",Finance Office,33,Medium
2196,"Hello, Hostel room change request for next semester",Hostel Office,40,Medium
171,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,22,High
28,"Hi, I want to know the scholarship application status",Finance Office,48,Medium
2548,"Sir/Madam, What are the library working hours",Library,4,Low
1209,"Hello, How to join student clubs at the university",Administration,53,Low
3829,I need my admission confirmed urgently before the cutoff today,Admission Cell,21,High
3879,Library fine needs to be cleared please advise,Library,50,Medium
1748,"Hi, My exam form submission is failing and the deadline is today",Examination Cell,43,High
2276,"Respected sir, General query about elective subject options",Administration,55,Low
4999,"Respected sir, How can I update my contact details in the portal",IT Support,37,Low
4577,I want to know the scholarship application status,Finance Office,46,Medium
4882,"Respected sir, How do I reset my university portal password",IT Support,2,Medium
4467,My exam form submission is failing and the deadline is today,Examination Cell,34,High
5464,"Sir/Madam, How to join student clubs at the university",Administration,9,Low
2594,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,57,High
2665,"Hi, How do I reset my university portal password",IT Support,53,Medium
70,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,32,High
1919,"Hi, Wifi has been down for three days and I have an online exam",Examination Cell,9,High
3378,What documents are needed for hostel allotment,Hostel Office,35,Low
5160,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,24,High
4241,"Hello, What is the procedure for a transcript request",Administration,51,Low
3924,"Hi, How do I reset my university portal password",IT Support,59,Medium
4406,"Respected sir, My fee receipt was not generated after payment",Finance Office,35,Medium
2497,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,19,High
925,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,32,High
4702,"Sir/Madam, Library fine needs to be cleared please advise",Library,1,Medium
1319,"Hello, How to join student clubs at the university",Administration,6,Low
2500,"Hi, What is the procedure for a transcript request",Administration,47,Low
5486,"Hi, Hostel room change request for next semester",Hostel Office,41,Medium
3708,"Hello, What are the library working hours",Library,60,Low
4567,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,46,High
4284,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,46,High
2458,"Respected sir, General query about elective subject options",Administration,13,Low
4664,"Sir/Madam, Hostel room change request for next semester",Hostel Office,27,Medium
4819,"Respected sir, How can I update my contact details in the portal",IT Support,37,Low
3281,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,17,High
5314,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,15,High
5882,"Hello, I need a bonafide certificate from the admission office",Admission Cell,9,Medium
2939,"Hi, How can I update my contact details in the portal",IT Support,58,Low
1528,"Respected sir, Where can I find old question papers",Administration,39,Low
3302,"Respected sir, I want to know the scholarship application status",Finance Office,46,Medium
2072,"Respected sir, When will the exam timetable be released",Examination Cell,35,Medium
4303,What documents are needed for hostel allotment,Hostel Office,29,Low
1787,"Hello, How to join student clubs at the university",Administration,52,Low
554,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,47,High
5898,"Hi, What are the library working hours",Library,50,Low
4738,Placement registration form is not opening properly,Placement Cell,21,Medium
5794,"Respected sir, My fee receipt was not generated after payment",Finance Office,60,Medium
757,"Sir/Madam, How do I reset my university portal password",IT Support,22,Medium
169,"Sir/Madam, I want to know the scholarship application status",Finance Office,12,Medium
4523,"Hello, Hostel room change request for next semester",Hostel Office,28,Medium
3428,"Sir/Madam, Library fine needs to be cleared please advise",Library,51,Medium
770,"Hello, I want to know the scholarship application status",Finance Office,16,Medium
3427,"Hello, My fee receipt was not generated after payment",Finance Office,42,Medium
382,How to join student clubs at the university,Administration,48,Low
3926,"Hi, Where can I find old question papers",Administration,7,Low
475,"Hi, Admit card has wrong details and exam is in two days",Examination Cell,37,High
1280,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,23,Medium
891,"Respected sir, My scholarship amount has not been credited and fee deadline is near",Finance Office,21,High
125,"Sir/Madam, How do I reset my university portal password",IT Support,1,Medium
1439,"Hi, Hostel room change request for next semester",Hostel Office,16,Medium
5767,"Respected sir, My scholarship amount has not been credited and fee deadline is near",Finance Office,6,High
3591,"Hi, My exam form submission is failing and the deadline is today",Examination Cell,29,High
5529,"Respected sir, Where can I find old question papers",Administration,4,Low
5467,"Sir/Madam, Where can I find old question papers",Administration,22,Low
5037,Library fine needs to be cleared please advise,Library,6,Medium
767,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,46,High
5299,"Sir/Madam, How to join student clubs at the university",Administration,15,Low
3487,"Hello, What is the procedure for a transcript request",Administration,7,Low
5530,"Sir/Madam, When will the exam timetable be released",Examination Cell,38,Medium
265,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,31,Medium
5862,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,23,High
5067,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,5,High
4262,When will the exam timetable be released,Examination Cell,40,Medium
4654,What are the library working hours,Library,40,Low
1921,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,43,High
3705,How do I reset my university portal password,IT Support,21,Medium
4047,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,38,Low
5817,"Sir/Madam, I want to know the scholarship application status",Finance Office,39,Medium
2824,My fee receipt was not generated after payment,Finance Office,23,Medium
1235,How do I apply for an internship through placement cell,Placement Cell,44,Low
1256,"Respected sir, What documents are needed for hostel allotment",Hostel Office,6,Low
5436,"Respected sir, Hostel room change request for next semester",Hostel Office,28,Medium
3282,"Respected sir, What is the procedure for a transcript request",Administration,8,Low
447,"Sir/Madam, Where can I find old question papers",Administration,3,Low
4348,"Sir/Madam, I want to know the scholarship application status",Finance Office,14,Medium
2260,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,58,High
1768,"Respected sir, How can I update my contact details in the portal",IT Support,12,Low
5109,"Hello, Where can I find old question papers",Administration,57,Low
5601,"Hi, Where can I find old question papers",Administration,55,Low
332,"Respected sir, I need my admission confirmed urgently before the cutoff today",Admission Cell,27,High
5475,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,5,High
195,"Sir/Madam, Library fine needs to be cleared please advise",Library,37,Medium
5756,"Hi, Where can I find old question papers",Administration,55,Low
1291,"Hi, How to join student clubs at the university",Administration,55,Low
3502,"Respected sir, What are the library working hours",Library,40,Low
1800,My fee receipt was not generated after payment,Finance Office,11,Medium
5683,"Respected sir, What documents are needed for hostel allotment",Hostel Office,59,Low
4763,How to join student clubs at the university,Administration,58,Low
4642,"Respected sir, Placement registration form is not opening properly",Placement Cell,14,Medium
4704,Placement registration form is not opening properly,Placement Cell,33,Medium
5176,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,46,High
246,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,34,High
1610,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,12,High
4799,"Sir/Madam, I want to know the scholarship application status",Finance Office,50,Medium
5904,"Hi, My fee receipt was not generated after payment",Finance Office,60,Medium
5710,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,36,High
331,"Sir/Madam, Where can I find old question papers",Administration,42,Low
4934,"Hello, How do I reset my university portal password",IT Support,16,Medium
5125,"Hi, I want to know the scholarship application status",Finance Office,24,Medium
1580,"Hello, How to join student clubs at the university",Administration,11,Low
2404,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,14,Low
3045,"Hi, I want to know the scholarship application status",Finance Office,23,Medium
3730,"Respected sir, What is the procedure for a transcript request",Administration,23,Low
2197,"Sir/Madam, When will the exam timetable be released",Examination Cell,58,Medium
4192,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,21,High
4488,"Hello, General query about elective subject options",Administration,54,Low
3761,My fee receipt was not generated after payment,Finance Office,14,Medium
1959,"Hi, I am locked out of the portal and need to pay fee before deadline",Finance Office,12,High
1687,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,60,Medium
2144,"Hello, Hostel room change request for next semester",Hostel Office,58,Medium
5693,"Hi, How do I reset my university portal password",IT Support,31,Medium
166,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,40,High
5155,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,16,High
3383,"Respected sir, Hostel room change request for next semester",Hostel Office,30,Medium
3538,"Sir/Madam, Hostel room change request for next semester",Hostel Office,20,Medium
